
39.03328425	-94.57699282	Thu Jun 19 16:32:17 CDT 2014	-0.328125	-0.234375	-0.890625
39.03328425	-94.57699282	Thu Jun 19 16:32:17 CDT 2014	-0.328125	-0.234375	-0.90625
39.03328425	-94.57699282	Thu Jun 19 16:32:17 CDT 2014	-0.328125	-0.21875	-0.875
39.03328425	-94.57699282	Thu Jun 19 16:32:17 CDT 2014	-0.296875	-0.328125	-1.09375
39.03328425	-94.57699282	Thu Jun 19 16:32:17 CDT 2014	-0.296875	-0.328125	-0.90625
39.03328425	-94.57699282	Thu Jun 19 16:32:17 CDT 2014	-0.484375	-0.078125	-0.5625
39.03328425	-94.57699282	Thu Jun 19 16:32:17 CDT 2014	-0.484375	0.078125	-0.734375
39.03328425	-94.57699282	Thu Jun 19 16:32:17 CDT 2014	-0.484375	0.078125	-0.828125
39.03328425	-94.57699282	Thu Jun 19 16:32:17 CDT 2014	-0.515625	0.015625	-0.75
39.03328425	-94.57699282	Thu Jun 19 16:32:18 CDT 2014	-0.578125	-0.0625	-0.734375
39.03328425	-94.57699282	Thu Jun 19 16:32:18 CDT 2014	-0.578125	-0.0625	-0.828125
39.03328425	-94.57699282	Thu Jun 19 16:32:18 CDT 2014	-0.421875	0.0	-0.796875
39.03328425	-94.57699282	Thu Jun 19 16:32:18 CDT 2014	-0.671875	0.125	-0.75
39.03328425	-94.57699282	Thu Jun 19 16:32:18 CDT 2014	-0.671875	0.125	-0.78125
39.03328425	-94.57699282	Thu Jun 19 16:32:18 CDT 2014	-0.703125	0.1875	-0.765625
39.03328425	-94.57699282	Thu Jun 19 16:32:18 CDT 2014	-0.65625	0.125	-0.765625
39.03328425	-94.57699282	Thu Jun 19 16:32:18 CDT 2014	-0.65625	0.125	-0.765625
39.03328425	-94.57699282	Thu Jun 19 16:32:18 CDT 2014	-0.640625	0.125	-0.78125
39.03328425	-94.57699282	Thu Jun 19 16:32:18 CDT 2014	-0.65625	0.140625	-0.78125
